193	110	193	110
192.814	110.47	
192.576	110.784	
192.288	110.947	
191.952	110.968	
191.568	110.85	
191.14	110.602	
190.669	110.229	
190.155	109.738	
189.601	109.134	
189.008	108.424	
188.378	107.614	
187.713	106.711	
187.013	105.721	
186.282	104.65	
185.519	103.503	
184.728	102.289	
183.909	101.012	
183.065	99.6798	
182.196	98.2976	
181.304	96.872	
180.391	95.4093	
179.459	93.9157	
178.509	92.3975	
177.543	90.8611	
176.562	89.3125	
175.569	87.7581	
174.564	86.2043	
173.549	84.6571	
172.526	83.1229	
171.496	81.608	
170.461	80.1186	
169.423	78.661	
168.384	77.2414	
167.344	75.8662	
166.306	74.5415	
165.27	73.2737	
164.24	72.0689	
163.215	70.9336	
162.199	69.8738	
161.192	68.896	
160.196	68.0063	
159.213	67.2111	
158.244	66.5165	
157.292	65.9289	
156.357	65.4545	
155.44	65.0996	
154.545	64.8704	
153.672	64.7732	
152.823	64.8144	
152	65	152	65
151.174	65.3279	
150.316	65.7879	
149.43	66.3746	
148.516	67.0824	
147.577	67.906	
146.615	68.8398	
145.632	69.8784	
144.63	71.0163	
143.61	72.248	
142.576	73.568	
141.529	74.9709	
140.47	76.4513	
139.403	78.0035	
138.328	79.6223	
137.249	81.302	
136.167	83.0372	
135.083	84.8225	
134.001	86.6524	
132.922	88.5214	
131.848	90.424	
130.781	92.3548	
129.723	94.3082	
128.677	96.2789	
127.643	98.2613	
126.625	100.25	
125.624	102.239	
124.642	104.224	
123.681	106.199	
122.744	108.158	
121.832	110.096	
120.947	112.007	
120.092	113.887	
119.267	115.729	
118.477	117.528	
117.721	119.278	
117.003	120.975	
116.324	122.612	
115.687	124.184	
115.093	125.686	
114.544	127.112	
114.043	128.457	
113.591	129.715	
113.191	130.881	
112.844	131.949	
112.553	132.914	
112.319	133.77	
112.145	134.513	
112.033	135.135	
111.983	135.633	
112	136	112	136
112.088	136.262	
112.249	136.448	
112.481	136.561	
112.781	136.603	
113.148	136.575	
113.577	136.48	
114.068	136.32	
114.617	136.095	
115.222	135.81	
115.88	135.464	
116.589	135.061	
117.346	134.601	
118.149	134.088	
118.996	133.523	
119.883	132.908	
120.808	132.246	
121.769	131.536	
122.763	130.783	
123.787	129.988	
124.84	129.152	
125.918	128.278	
127.02	127.368	
128.142	126.423	
129.282	125.445	
130.438	124.438	
131.606	123.401	
132.785	122.338	
133.972	121.25	
135.165	120.139	
136.36	119.008	
137.556	117.858	
138.749	116.69	
139.938	115.508	
141.12	114.313	
142.292	113.107	
143.452	111.891	
144.598	110.668	
145.726	109.44	
146.834	108.209	
147.92	106.976	
148.981	105.744	
150.015	104.514	
151.019	103.289	
151.991	102.07	
152.927	100.86	
153.827	99.6593	
154.686	98.4713	
155.503	97.2974	
156.275	96.1397	
157	95	157	95
157.702	93.8356	
158.409	92.6046	
159.118	91.3106	
159.83	89.9569	
160.544	88.547	
161.259	87.0844	
161.974	85.5726	
162.688	84.0149	
163.401	82.4149	
164.112	80.776	
164.82	79.1017	
165.524	77.3953	
166.224	75.6605	
166.919	73.9005	
167.608	72.119	
168.29	70.3193	
168.965	68.5049	
169.631	66.6792	
170.288	64.8458	
170.936	63.008	
171.573	61.1693	
172.199	59.3332	
172.812	57.5032	
173.413	55.6826	
174	53.875	
174.573	52.0838	
175.13	50.3124	
175.672	48.5644	
176.197	46.8431	
176.704	45.152	
177.193	43.4946	
177.663	41.8744	
178.114	40.2947	
178.543	38.7591	
178.952	37.271	
179.338	35.8339	
179.702	34.4511	
180.042	33.1263	
180.358	31.8627	
180.648	30.664	
180.913	29.5335	
181.15	28.4747	
181.361	27.491	
181.543	26.586	
181.696	25.763	
181.819	25.0255	
181.912	24.377	
181.974	23.821	
182.003	23.3608	
182	23	182	23
181.982	22.7412	
181.968	22.5825	
181.955	22.5204	
181.942	22.5514	
181.928	22.672	
181.911	22.8787	
181.89	23.1679	
181.863	23.5362	
181.828	23.9801	
181.784	24.496	
181.73	25.0805	
181.663	25.73	
181.583	26.4412	
181.488	27.2103	
181.376	28.034	
181.246	28.9087	
181.096	29.831	
180.925	30.7973	
180.73	31.8041	
180.512	32.848	
180.268	33.9254	
179.996	35.0328	
179.695	36.1667	
179.363	37.3236	
179	38.5	
178.603	39.6924	
178.171	40.8973	
177.702	42.1112	
177.195	43.3306	
176.648	44.552	
176.06	45.7719	
175.429	46.9867	
174.754	48.193	
174.033	49.3873	
173.264	50.566	
172.446	51.7257	
171.578	52.8629	
170.658	53.974	
169.685	55.0555	
168.656	56.104	
167.571	57.1159	
166.427	58.0878	
165.224	59.0161	
163.959	59.8973	
162.632	60.728	
161.24	61.5046	
159.783	62.2236	
158.258	62.8815	
156.664	63.4748	
155	64	155	64
153.198	64.4681	
151.2	64.8937	
149.014	65.2786	
146.651	65.6248	
144.12	65.934	
141.43	66.2082	
138.592	66.4492	
135.614	66.6589	
132.507	66.8392	
129.28	66.992	
125.942	67.1191	
122.504	67.2223	
118.974	67.3037	
115.363	67.3649	
111.68	67.408	
107.934	67.4348	
104.136	67.4471	
100.294	67.4468	
96.4192	67.4358	
92.52	67.416	
88.6064	67.3892	
84.688	67.3574	
80.7744	67.3223	
76.8752	67.2859	
73	67.25	
69.1584	67.2165	
65.36	67.1873	
61.6144	67.1642	
57.9312	67.1492	
54.32	67.144	
50.7904	67.1506	
47.352	67.1708	
44.0144	67.2065	
40.7872	67.2596	
37.68	67.332	
34.7024	67.4255	
31.864	67.5419	
29.1744	67.6833	
26.6432	67.8513	
24.28	68.048	
22.0944	68.2752	
20.096	68.5347	
18.2944	68.8284	
16.6992	69.1582	
15.32	69.526	
14.1664	69.9336	
13.248	70.383	
12.5744	70.8759	
12.1552	71.4143	
12	72	12	72
12.1225	72.6445	
12.5228	73.3558	
13.1906	74.131	
14.1153	74.9667	
15.2865	75.86	
16.6936	76.8077	
18.3262	77.8066	
20.1738	78.8538	
22.2259	79.9459	
24.472	81.08	
26.9016	82.2529	
29.5043	83.4614	
32.2694	84.7026	
35.1867	85.9731	
38.2455	87.27	
41.4354	88.5901	
44.7459	89.9302	
48.1665	91.2874	
51.6867	92.6583	
55.296	94.04	
58.984	95.4293	
62.7401	96.823	
66.5539	98.2182	
70.4148	99.6115	
74.3125	101	
78.2364	102.38	
82.1759	103.75	
86.1207	105.105	
90.0602	106.443	
93.984	107.76	
97.8815	109.054	
101.742	110.321	
105.556	111.558	
109.312	112.762	
112.999	113.93	
116.609	115.059	
120.128	116.145	
123.549	117.187	
126.859	118.179	
130.048	119.12	
133.106	120.006	
136.023	120.834	
138.788	121.601	
141.39	122.304	
143.818	122.94	
146.064	123.505	
148.115	123.997	
149.962	124.412	
151.594	124.748	
153	125	153	125
154.23	125.181	
155.342	125.305	
156.341	125.374	
157.229	125.388	
158.01	125.35	
158.688	125.262	
159.266	125.123	
159.749	124.936	
160.139	124.703	
160.44	124.424	
160.656	124.102	
160.79	123.737	
160.847	123.331	
160.829	122.886	
160.74	122.403	
160.584	121.884	
160.364	121.33	
160.085	120.742	
159.749	120.122	
159.36	119.472	
158.922	118.792	
158.438	118.085	
157.913	117.352	
157.349	116.594	
156.75	115.812	
156.12	115.009	
155.462	114.186	
154.781	113.343	
154.079	112.484	
153.36	111.608	
152.628	110.718	
151.886	109.815	
151.139	108.9	
150.389	107.975	
149.64	107.042	
148.896	106.101	
148.16	105.155	
147.437	104.204	
146.729	103.251	
146.04	102.296	
145.374	101.342	
144.734	100.389	
144.125	99.4389	
143.549	98.4937	
143.01	97.5545	
142.512	96.6228	
142.058	95.7	
141.653	94.7876	
141.299	93.8872	
141	93	141	93
140.744	92.0889	
140.516	91.1179	
140.313	90.0901	
140.134	89.0087	
139.977	87.877	
139.84	86.6982	
139.721	85.4754	
139.619	84.212	
139.531	82.9111	
139.456	81.576	
139.392	80.2098	
139.337	78.8158	
139.29	77.3972	
139.247	75.9572	
139.209	74.499	
139.172	73.0259	
139.136	71.541	
139.097	70.0476	
139.055	68.5488	
139.008	67.048	
138.953	65.5483	
138.889	64.0529	
138.815	62.5651	
138.727	61.0881	
138.625	59.625	
138.506	58.1791	
138.37	56.7537	
138.213	55.3519	
138.034	53.9769	
137.832	52.632	
137.604	51.3204	
137.349	50.0452	
137.065	48.8098	
136.749	47.6173	
136.401	46.471	
136.018	45.374	
135.599	44.3296	
135.141	43.341	
134.644	42.4114	
134.104	41.544	
133.521	40.7421	
132.892	40.0088	
132.215	39.3474	
131.49	38.761	
130.713	38.253	
129.883	37.8265	
128.999	37.4847	
128.058	37.2309	
127.059	37.0683	
126	37	126	37
124.831	37.0243	
123.507	37.1356	
122.038	37.3309	
120.43	37.6076	
118.692	37.963	
116.832	38.3943	
114.857	38.8988	
112.774	39.4737	
110.593	40.1164	
108.32	40.824	
105.964	41.5939	
103.531	42.4232	
101.031	43.3094	
98.4704	44.2495	
95.8575	45.241	
93.2	46.281	
90.5057	47.3669	
87.7824	48.4958	
85.0379	49.6651	
82.28	50.872	
79.5165	52.1138	
76.7552	53.3877	
74.0039	54.691	
71.2704	56.0211	
68.5625	57.375	
65.888	58.7501	
63.2547	60.1438	
60.6704	61.5531	
58.1429	62.9754	
55.68	64.408	
53.2895	65.8481	
50.9792	67.293	
48.7569	68.7399	
46.6304	70.1862	
44.6075	71.629	
42.696	73.0657	
40.9037	74.4934	
39.2384	75.9096	
37.7079	77.3113	
36.32	78.696	
35.0825	80.0608	
34.0032	81.4031	
33.0899	82.72	
32.3504	84.0089	
31.7925	85.267	
31.424	86.4916	
31.2527	87.6799	
31.2864	88.8292	
31.5329	89.9369	
