135	143	135	143
133.983	143.655		
132.818	144.184		
131.509	144.589		
130.063	144.876		
128.487	145.048		
126.786	145.11		
124.966	145.065		
123.034	144.916		
120.995	144.67		
118.856	144.328		
116.623	143.896		
114.301	143.377		
111.898	142.775		
109.418	142.095		
106.869	141.34		
104.256	140.514		
101.585	139.621		
98.8629	138.666		
96.0951	137.652		
93.288	136.584		
90.4476	135.465		
87.58	134.299		
84.6913	133.091		
81.7876	131.844		
78.875	130.562		
75.9596	129.25		
73.0475	127.912		
70.1448	126.55		
67.2576	125.17		
64.392	123.776		
61.5541	122.371		
58.7499	120.959		
55.9856	119.545		
53.2673	118.133		
50.601	116.726		
47.9929	115.328		
45.449	113.944		
42.9756	112.577		
40.5785	111.232		
38.264	109.912		
36.0381	108.622		
33.907	107.365		
31.8767	106.146		
29.9533	104.969		
28.143	103.837		
26.4518	102.754		
24.8858	101.725		
23.4511	100.754		
22.1538	99.8441		
21	99	21	99
20.2945	99.017		
19.6961	99.1255		
19.2017	99.3219		
18.8085	99.6024		
18.5135	99.9635		
18.3137	100.401		
18.2062	100.912		
18.1881	101.493		
18.2563	102.139		
18.408	102.848		
18.6401	103.615		
18.9498	104.437		
19.3341	105.31		
19.79	106.23		
20.3145	107.195		
20.9048	108.199		
21.5578	109.24		
22.2707	110.313		
23.0404	111.416		
23.864	112.544		
24.7386	113.694		
25.6612	114.862		
26.6288	116.044		
27.6386	117.237		
28.6875	118.438		
29.7726	119.641		
30.891	120.844		
32.0396	122.044		
33.2156	123.236		
34.416	124.416		
35.6378	125.582		
36.8781	126.728		
38.134	127.853		
39.4024	128.952		
40.6805	130.02		
41.9652	131.056		
43.2537	132.055		
44.543	133.013		
45.83	133.926		
47.112	134.792		
48.3859	135.606		
49.6487	136.365		
50.8976	137.064		
52.1295	137.701		
53.3415	138.271		
54.5307	138.772		
55.6941	139.199		
56.8287	139.548		
57.9317	139.816		
59	140	59	140
58.9939	139.877		
58.8788	139.691		
58.6601	139.443		
58.3428	139.134		
57.932	138.766		
57.4329	138.342		
56.8506	137.863		
56.1903	137.33		
55.457	136.746		
54.656	136.112		
53.7923	135.43		
52.8712	134.701		
51.8976	133.928		
50.8769	133.112		
49.814	132.255		
48.7142	131.359		
47.5825	130.425		
46.4242	129.456		
45.2443	128.452		
44.048	127.416		
42.8404	126.349		
41.6267	125.254		
40.412	124.132		
39.2013	122.984		
38	121.812		
36.8131	120.619		
35.6456	119.406		
34.5029	118.175		
33.39	116.927		
32.312	115.664		
31.2741	114.388		
30.2814	113.101		
29.3391	111.804		
28.4522	110.5		
27.626	109.19		
26.8655	107.875		
26.176	106.557		
25.5624	105.239		
25.0301	103.922		
24.584	102.608		
24.2294	101.298		
23.9713	99.9945		
23.815	98.6988		
23.7655	97.4129		
23.828	96.1385		
24.0076	94.8773		
24.3095	93.6311		
24.7387	92.4017		
25.3005	91.1907		
26	90	26	90
27.2144	88.6623		
28.6702	87.2324		
30.3566	85.7157		
32.2625	84.1172		
34.377	82.442		
36.6892	80.6953		
39.1882	78.8822		
41.8629	77.0079		
44.7025	75.0774		
47.696	73.096		
50.8325	71.0687		
54.1009	69.0008		
57.4905	66.8972		
60.9901	64.7633		
64.589	62.604		
68.2761	60.4246		
72.0405	58.2301		
75.8712	56.0258		
79.7574	53.8167		
83.688	51.608		
87.6521	49.4048		
91.6388	47.2123		
95.6372	45.0356		
99.6362	42.8797		
103.625	40.75		
107.593	38.6515		
111.528	36.5892		
115.42	34.5685		
119.259	32.5944		
123.032	30.672		
126.729	28.8065		
130.34	27.003		
133.853	25.2667		
137.257	23.6026		
140.541	22.016		
143.695	20.5119		
146.707	19.0956		
149.566	17.772		
152.262	16.5465		
154.784	15.424		
157.12	14.4098		
159.26	13.5089		
161.193	12.7266		
162.908	12.0679		
164.393	11.538		
165.638	11.142		
166.633	10.8851		
167.365	10.7723		
167.824	10.8089		
168	11	168	11
168.963	10.4578		
169.774	9.98989		
170.439	9.59397		
170.963	9.2679		
171.35	9.0095		
171.607	8.81658		
171.738	8.68695		
171.747	8.61843		
171.641	8.60884		
171.424	8.656		
171.101	8.75772		
170.678	8.91181		
170.158	9.11609		
169.549	9.36838		
168.854	9.6665		
168.078	10.0083		
167.227	10.3915		
166.305	10.814		
165.319	11.2735		
164.272	11.768		
163.17	12.2952		
162.018	12.8529		
160.821	13.439		
159.584	14.0513		
158.312	14.6875		
157.011	15.3455		
155.685	16.0232		
154.339	16.7183		
152.978	17.4286		
151.608	18.152		
150.233	18.8863		
148.859	19.6292		
147.491	20.3787		
146.133	21.1325		
144.792	21.8885		
143.47	22.6444		
142.175	23.3981		
140.911	24.1474		
139.683	24.8901		
138.496	25.624		
137.355	26.347		
136.265	27.0568		
135.232	27.7513		
134.26	28.4282		
133.355	29.0855		
132.52	29.7209		
131.763	30.3322		
131.087	30.9173		
130.498	31.474		
